f_Hz,I,Q
7.001942080000000000e+09,8.711939536704446096e-01,-1.961837773846480393e-01
7.001949220000000000e+09,8.638562194556828056e-01,-1.963211363582985924e-01
7.001956360000000000e+09,8.659604895816329639e-01,-1.989323302290621487e-01
7.001963500000000000e+09,8.657775412585370090e-01,-1.990856433129680192e-01
7.001970640000000000e+09,8.676922857366857755e-01,-2.021988660930520432e-01
7.001977780000000000e+09,8.671013971695633593e-01,-2.089737514119107131e-01
7.001984920000000000e+09,8.681971820066379797e-01,-2.072580256855474645e-01
7.001992060000000000e+09,8.617710014997599366e-01,-2.085003089024688727e-01
7.001999200000000000e+09,8.659266359968275095e-01,-2.116014324419243364e-01
7.002006340000000000e+09,8.633401085894392146e-01,-2.126689466946886098e-01
7.002013480000000000e+09,8.620907819644634262e-01,-2.180409593902205845e-01
7.002020620000000000e+09,8.639909334366929761e-01,-2.210530793527948346e-01
7.002027760000000000e+09,8.605556987703445460e-01,-2.194977631864420409e-01
7.002034900000000000e+09,8.577207681709944076e-01,-2.256922035100320800e-01
7.002042040000000000e+09,8.606072272991376337e-01,-2.300806095047790989e-01
7.002049180000000000e+09,8.578196620170491782e-01,-2.259080899216823479e-01
7.002056320000000000e+09,8.589793985004438026e-01,-2.316011157026262590e-01
7.002063460000000000e+09,8.604768699387010944e-01,-2.329558403446937431e-01
7.002070600000000000e+09,8.598088107047686668e-01,-2.373275399824747722e-01
7.002077740000000000e+09,8.618041979592766522e-01,-2.393674260747341853e-01
7.002084880000000000e+09,8.576712307994699414e-01,-2.412112593148054984e-01
7.002092020000000000e+09,8.544385878988846050e-01,-2.417980178483261910e-01
7.002099160000000000e+09,8.554223537124582277e-01,-2.425122867888817313e-01
7.002106300000000000e+09,8.545196767236993285e-01,-2.500204087818077014e-01
7.002113440000000000e+09,8.533413096889801430e-01,-2.460898801853916296e-01
7.002120580000000000e+09,8.560608418425410537e-01,-2.521246058220267261e-01
7.002127720000000000e+09,8.533074382130160229e-01,-2.540565625916795245e-01
7.002134860000000000e+09,8.500456159082822039e-01,-2.527285081803233302e-01
7.002142000000000000e+09,8.547913440975736243e-01,-2.563907205307804360e-01
7.002149140000000000e+09,8.525664755375633730e-01,-2.614685111522210281e-01
7.002156280000000000e+09,8.528895414464141567e-01,-2.568576095484034760e-01
7.002163420000000000e+09,8.517685708841057357e-01,-2.644161529832980140e-01
7.002170560000000000e+09,8.521964353830948635e-01,-2.643453591592467289e-01
7.002177700000000000e+09,8.503799131368835473e-01,-2.665822608836119767e-01
7.002184840000000000e+09,8.521417962090322984e-01,-2.662984096520005228e-01
7.002191980000000000e+09,8.498796524294335297e-01,-2.721683984280138247e-01
7.002199120000000000e+09,8.491689117242401386e-01,-2.713738549308767345e-01
7.002206260000000000e+09,8.485544078526753298e-01,-2.770037658869954900e-01
7.002213400000000000e+09,8.441661177555095374e-01,-2.754026627770235214e-01
7.002220540000000000e+09,8.460896762992415887e-01,-2.812968064912739763e-01
7.002227680000000000e+09,8.452347182652907298e-01,-2.826161571051671872e-01
7.002234820000000000e+09,8.454977104363526896e-01,-2.802176941502599883e-01
7.002241960000000000e+09,8.416893700421174129e-01,-2.854905610711592767e-01
7.002249100000000000e+09,8.469940181391378831e-01,-2.880168522469776504e-01
7.002256240000000000e+09,8.432484980722696477e-01,-2.858611290901829083e-01
7.002263380000000000e+09,8.399259327673705977e-01,-2.917283640857263327e-01
7.002270520000000000e+09,8.382345688737720124e-01,-2.961861953140691450e-01
7.002277660000000000e+09,8.403884838149825454e-01,-2.951845024510010851e-01
7.002284800000000000e+09,8.400653765321871580e-01,-3.011139534142618368e-01
7.002291940000000000e+09,8.380967781054688981e-01,-2.985877878081345527e-01
7.002299080000000000e+09,8.390012033323021035e-01,-3.005232915255500181e-01
7.002306220000000000e+09,8.368132284456637482e-01,-3.061689889889825378e-01
7.002313360000000000e+09,8.384725040267283491e-01,-3.083636958135014261e-01
7.002320500000000000e+09,8.351887269167794781e-01,-3.088367033336243961e-01
7.002327640000000000e+09,8.358244607816491811e-01,-3.112402198220982630e-01
7.002334780000000000e+09,8.371178299822014113e-01,-3.152997223123509274e-01
7.002341920000000000e+09,8.395572315243248207e-01,-3.142809870490186341e-01
7.002349060000000000e+09,8.316474131292670435e-01,-3.215707285933958048e-01
7.002356200000000000e+09,8.319775651976716313e-01,-3.204195091232009407e-01
7.002363340000000000e+09,8.304658777890260302e-01,-3.224254835062446700e-01
7.002370480000000000e+09,8.329482731790361916e-01,-3.242249420966895612e-01
7.002377620000000000e+09,8.283125957844893472e-01,-3.251217702408420451e-01
7.002384760000000000e+09,8.288643802077034772e-01,-3.302470671055203755e-01
7.002391900000000000e+09,8.289933251387208157e-01,-3.286657928459272293e-01
7.002399040000000000e+09,8.263097489271479246e-01,-3.322519276884369210e-01
7.002406180000000000e+09,8.255621904388082966e-01,-3.352378436558755004e-01
7.002413320000000000e+09,8.257304967364588189e-01,-3.387138497613030874e-01
7.002420460000000000e+09,8.216809426819601248e-01,-3.403861954573939030e-01
7.002427600000000000e+09,8.221861371633274462e-01,-3.393360991470555366e-01
7.002434740000000000e+09,8.234414967030694310e-01,-3.440182099555827433e-01
7.002441880000000000e+09,8.237497092776971952e-01,-3.439928674895235683e-01
7.002449020000000000e+09,8.222626339433797282e-01,-3.440250409836969614e-01
7.002456160000000000e+09,8.182623560984431110e-01,-3.461084512106723521e-01
7.002463300000000000e+09,8.200541049608655042e-01,-3.470746582126568169e-01
7.002470440000000000e+09,8.217451921287525218e-01,-3.528067391494852933e-01
7.002477580000000000e+09,8.204219531301182311e-01,-3.564001341473013174e-01
7.002484720000000000e+09,8.183099082492645282e-01,-3.542014500039101232e-01
7.002491860000000000e+09,8.158451332959041347e-01,-3.576329381792646700e-01
7.002499000000000000e+09,8.180300726162275105e-01,-3.580108675166597254e-01
7.002506140000000000e+09,8.147528569900258644e-01,-3.622402558702039199e-01
7.002513280000000000e+09,8.127106119211574553e-01,-3.618716495274404421e-01
7.002520420000000000e+09,8.125784591206929308e-01,-3.645677127137344486e-01
7.002527560000000000e+09,8.162085844787020372e-01,-3.668221621165040913e-01
7.002534700000000000e+09,8.128766660155106738e-01,-3.692394428441121423e-01
7.002541840000000000e+09,8.138745720835034447e-01,-3.714395414092735992e-01
7.002548980000000000e+09,8.097125475922083426e-01,-3.737542826036101551e-01
7.002556120000000000e+09,8.116580415068869181e-01,-3.757509181984319269e-01
7.002563260000000000e+09,8.076846478405274032e-01,-3.762016772916321194e-01
7.002570400000000000e+09,8.076741148573518547e-01,-3.811823185909787304e-01
7.002577540000000000e+09,8.120583943892289991e-01,-3.786602362369678176e-01
7.002584680000000000e+09,8.077121360103962644e-01,-3.843142908665100888e-01
7.002591820000000000e+09,8.042630734319859975e-01,-3.840981900890474421e-01
7.002598960000000000e+09,8.041787920194524153e-01,-3.882135323783552083e-01
7.002606100000000000e+09,8.040793432126251972e-01,-3.904874216642935103e-01
7.002613240000000000e+09,8.049217380242341680e-01,-3.878875877945558437e-01
7.002620380000000000e+09,8.005919531440074399e-01,-3.945256800715504775e-01
7.002627520000000000e+09,7.971524574185312462e-01,-3.984132795743637878e-01
7.002634660000000000e+09,7.991361777364442975e-01,-3.992357988453431594e-01
7.002641800000000000e+09,7.987820972680607090e-01,-4.003878089119738970e-01
7.002648940000000000e+09,7.980217761670496124e-01,-3.973856147950134421e-01
7.002656080000000000e+09,7.994829728987473683e-01,-4.032220561192654817e-01
7.002663220000000000e+09,7.965253873044946253e-01,-4.037026315782671904e-01
7.002670360000000000e+09,7.965558053106867042e-01,-4.095086664715644198e-01
7.002677500000000000e+09,7.917612494392840539e-01,-4.087305727740093708e-01
7.002684640000000000e+09,7.947283420170365709e-01,-4.100200668514130675e-01
7.002691780000000000e+09,7.962096071532203112e-01,-4.096839119708228782e-01
7.002698920000000000e+09,7.925831902124688133e-01,-4.166007539453651654e-01
7.002706060000000000e+09,7.905602723334216320e-01,-4.159191827765083005e-01
7.002713200000000000e+09,7.893725210520650126e-01,-4.184358406336214919e-01
7.002720340000000000e+09,7.916458168293010189e-01,-4.229961792831632983e-01
7.002727480000000000e+09,7.852197703024784703e-01,-4.229002949352909102e-01
7.002734620000000000e+09,7.858501520366145687e-01,-4.252938525613775833e-01
7.002741760000000000e+09,7.859866272847331192e-01,-4.313200379960321906e-01
7.002748900000000000e+09,7.855437107984215572e-01,-4.273712538279119677e-01
7.002756040000000000e+09,7.821661996431945596e-01,-4.293842670705885212e-01
7.002763180000000000e+09,7.826363047317008714e-01,-4.332356585637467394e-01
7.002770320000000000e+09,7.804422942885854697e-01,-4.369248174573439059e-01
7.002777460000000000e+09,7.802112328305255140e-01,-4.331747022119776247e-01
7.002784600000000000e+09,7.786739479651115792e-01,-4.374860977572722631e-01
7.002791740000000000e+09,7.756184804795596133e-01,-4.378651843257569953e-01
7.002798880000000000e+09,7.768186828848606673e-01,-4.389552882502893993e-01
7.002806020000000000e+09,7.775701698501356063e-01,-4.446919408102472659e-01
7.002813160000000000e+09,7.728325105883394608e-01,-4.438968601273073356e-01
7.002820300000000000e+09,7.732307767169113166e-01,-4.478713517777803688e-01
7.002827440000000000e+09,7.739846751097406719e-01,-4.493788742187503904e-01
7.002834580000000000e+09,7.694532902849778866e-01,-4.512865659708404920e-01
7.002841720000000000e+09,7.708919624524733782e-01,-4.529763609798958535e-01
7.002848860000000000e+09,7.673358601739326268e-01,-4.526010175960380466e-01
7.002856000000000000e+09,7.706505925801554469e-01,-4.564333202152435764e-01
7.002863140000000000e+09,7.719279728029352361e-01,-4.588372963251904357e-01
7.002870280000000000e+09,7.702636347078527512e-01,-4.609285749543339250e-01
7.002877420000000000e+09,7.646933614547376523e-01,-4.615353517765990454e-01
7.002884560000000000e+09,7.655205332251946437e-01,-4.658470014915043200e-01
7.002891700000000000e+09,7.631863649708335862e-01,-4.668986689784651034e-01
7.002898840000000000e+09,7.620486471291614272e-01,-4.678307972243774815e-01
7.002905980000000000e+09,7.638358554334945261e-01,-4.706876095282614414e-01
7.002913120000000000e+09,7.569937371474293464e-01,-4.716193306257585593e-01
7.002920260000000000e+09,7.606302983451913580e-01,-4.744271816897687732e-01
7.002927400000000000e+09,7.573052367100071569e-01,-4.710177419054648595e-01
7.002934540000000000e+09,7.590996250157734382e-01,-4.741843409420398170e-01
7.002941680000000000e+09,7.555322499245343826e-01,-4.777561340971074877e-01
7.002948820000000000e+09,7.526835717501642042e-01,-4.805736180564106341e-01
7.002955960000000000e+09,7.534502309773377648e-01,-4.778919574221484612e-01
7.002963100000000000e+09,7.532308296116116964e-01,-4.834314423019506757e-01
7.002970240000000000e+09,7.506892874514636826e-01,-4.860516546370036717e-01
7.002977380000000000e+09,7.504486295838047605e-01,-4.870690749711761303e-01
7.002984520000000000e+09,7.472799326039913925e-01,-4.888575494637883989e-01
7.002991660000000000e+09,7.429021908189562540e-01,-4.884396480895856207e-01
7.002998800000000000e+09,7.478126359274055446e-01,-4.930857953950001926e-01
7.003005940000000000e+09,7.462495015719337044e-01,-4.906335291361855755e-01
7.003013080000000000e+09,7.439821041258201095e-01,-4.983772597136336691e-01
7.003020220000000000e+09,7.426531143654777622e-01,-4.970028761518249794e-01
7.003027360000000000e+09,7.434154199935835150e-01,-5.021691058438167987e-01
7.003034500000000000e+09,7.392511482417629676e-01,-4.983024377069505961e-01
7.003041640000000000e+09,7.375708335122779236e-01,-5.043656647457324116e-01
7.003048780000000000e+09,7.374213572475590839e-01,-5.055855088546474807e-01
7.003055920000000000e+09,7.389872307758652559e-01,-5.053819503957888148e-01
7.003063060000000000e+09,7.326414227392238354e-01,-5.064777294360778281e-01
7.003070200000000000e+09,7.366019620826604886e-01,-5.129668389969650466e-01
7.003077340000000000e+09,7.317384999961171754e-01,-5.131867609627118743e-01
7.003084480000000000e+09,7.296102810221770651e-01,-5.170323255116152650e-01
7.003091620000000000e+09,7.331227213676160259e-01,-5.157125781620137683e-01
7.003098760000000000e+09,7.291957231788097626e-01,-5.179313117111272735e-01
7.003105900000000000e+09,7.255720249495782870e-01,-5.201644766915829443e-01
7.003113040000000000e+09,7.262341111402687011e-01,-5.225702322960223967e-01
7.003120180000000000e+09,7.275888675999070410e-01,-5.237044776084932574e-01
7.003127320000000000e+09,7.268822071284228858e-01,-5.261534596217530835e-01
7.003134460000000000e+09,7.224112765319105067e-01,-5.253273938218516736e-01
7.003141600000000000e+09,7.228416583322065936e-01,-5.250747053567739187e-01
7.003148740000000000e+09,7.222168653787327530e-01,-5.336859760692014287e-01
7.003155880000000000e+09,7.182552674202317133e-01,-5.317710148019602068e-01
7.003163020000000000e+09,7.190065704558961102e-01,-5.340865998009470816e-01
7.003170160000000000e+09,7.169808825853167811e-01,-5.339733151618557550e-01
7.003177300000000000e+09,7.147169005191864599e-01,-5.385659970900871230e-01
7.003184440000000000e+09,7.135451438147960568e-01,-5.386563550784042587e-01
7.003191580000000000e+09,7.134001870153388047e-01,-5.421402927952038153e-01
7.003198720000000000e+09,7.120587000122796661e-01,-5.403619374029671185e-01
7.003205860000000000e+09,7.095970933368146438e-01,-5.432476031224523494e-01
7.003213000000000000e+09,7.086014770474599045e-01,-5.454565104143273002e-01
7.003220140000000000e+09,7.104015581727212147e-01,-5.460771789020871791e-01
7.003227280000000000e+09,7.073202854045455013e-01,-5.489910943798815834e-01
7.003234420000000000e+09,7.073768069055756946e-01,-5.532829172309137178e-01
7.003241560000000000e+09,7.067204978684425987e-01,-5.506575313642149139e-01
7.003248700000000000e+09,7.042010299435342846e-01,-5.529427331200029716e-01
7.003255840000000000e+09,7.062678754508541212e-01,-5.554942732247118986e-01
7.003262980000000000e+09,6.987745261341716807e-01,-5.548796589223374820e-01
7.003270120000000000e+09,7.007372673240340744e-01,-5.560724615587803177e-01
7.003277260000000000e+09,6.971757652926621196e-01,-5.623505058174510518e-01
7.003284400000000000e+09,7.002115246206073174e-01,-5.633811194980373749e-01
7.003291540000000000e+09,6.985850515413470907e-01,-5.603739577716840836e-01
7.003298680000000000e+09,6.899562790838603688e-01,-5.622769135289095166e-01
7.003305820000000000e+09,6.906038246535627367e-01,-5.682340163864723070e-01
7.003312960000000000e+09,6.925433727901930681e-01,-5.707577815423328094e-01
7.003320100000000000e+09,6.914640139560886967e-01,-5.713071411638527275e-01
7.003327240000000000e+09,6.900232918748869793e-01,-5.726603916607564404e-01
7.003334380000000000e+09,6.870706766323556591e-01,-5.764609463325175431e-01
7.003341520000000000e+09,6.867812613279349332e-01,-5.748556338685615330e-01
7.003348660000000000e+09,6.858320520893348426e-01,-5.790999726322537677e-01
7.003355800000000000e+09,6.830216419741199640e-01,-5.805785281296079736e-01
7.003362940000000000e+09,6.838797581115647617e-01,-5.779401524205637353e-01
7.003370080000000000e+09,6.759503323156657029e-01,-5.827498375085067295e-01
7.003377220000000000e+09,6.803774980840626707e-01,-5.831339671045151496e-01
7.003384360000000000e+09,6.756788102594211143e-01,-5.833368647334417068e-01
7.003391500000000000e+09,6.782977043667441919e-01,-5.845691037541731472e-01
7.003398640000000000e+09,6.745528506169660155e-01,-5.884665431843598693e-01
7.003405780000000000e+09,6.718589617149662852e-01,-5.892976703948124007e-01
7.003412920000000000e+09,6.730071120626731629e-01,-5.926265659742109282e-01
7.003420060000000000e+09,6.690558755783251321e-01,-5.890672842818018839e-01
7.003427200000000000e+09,6.676687135708474496e-01,-5.928448695707000393e-01
7.003434340000000000e+09,6.649718480499404727e-01,-5.979304049652910402e-01
7.003441480000000000e+09,6.666616978934333249e-01,-5.972913911475132842e-01
7.003448620000000000e+09,6.663139349766894481e-01,-5.974444056837504569e-01
7.003455760000000000e+09,6.659680209734742951e-01,-5.994811042027077264e-01
7.003462900000000000e+09,6.622367095343518750e-01,-5.983464128923723369e-01
7.003470040000000000e+09,6.632105957764865556e-01,-6.008213466192354746e-01
7.003477180000000000e+09,6.597420599151740950e-01,-6.062022290133800562e-01
7.003484320000000000e+09,6.581073547765888820e-01,-6.068560026939019414e-01
7.003491460000000000e+09,6.580254012434114674e-01,-6.107911392272775686e-01
7.003498600000000000e+09,6.575759630162841818e-01,-6.092759491868733335e-01
7.003505740000000000e+09,6.533537778554879827e-01,-6.110159905172612982e-01
7.003512880000000000e+09,6.521231686850618159e-01,-6.074506179783815130e-01
7.003520020000000000e+09,6.508596588341227784e-01,-6.141983529568197930e-01
7.003527160000000000e+09,6.499140828513041424e-01,-6.201122905954710163e-01
7.003534300000000000e+09,6.465115530659485410e-01,-6.187985994970518489e-01
7.003541440000000000e+09,6.489288171264526728e-01,-6.187547216254919435e-01
7.003548580000000000e+09,6.446290406016648156e-01,-6.230127918101748818e-01
7.003555720000000000e+09,6.449084296839238117e-01,-6.237528602398063615e-01
7.003562860000000000e+09,6.408829172919590089e-01,-6.242637374245799675e-01
7.003570000000000000e+09,6.417984354878464304e-01,-6.243591955877120236e-01
